,budget_fiscal_year,department_name,fund_name,account_name,total_expenditures,total_budget,account_group_name,department
12824,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PW-CONTRACT ADMINISTRATION,8700580.87,8700580.87,,50
12825,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ST LIGHTING MAINTENANCE ASSESS,OFFICIAL NOTICES,,0,SPECIAL,50
12826,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",HWRP WW CONTROL SYSTEM REPL,5197301.52,5197301.52,SPECIAL,50
12827,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB SERIES 2006A ANIM SH CONST,PW-ENGINEERING,346936.19,346936.19,,50
12828,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ST LIGHTING MAINTENANCE ASSESS,POLE PAINTING,,0,SPECIAL,50
12829,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",SSRP P01A RIVERSIDE & DORRIS,1958750,1958750,SPECIAL,50
12830,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP 616 CAHUENGA GENERATOR REPLACEMENT,,0,SPECIAL,50
12831,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB SERIES 2002A 911/P/F CONST,COUNCIL,,0,,50
12832,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,INTEGRATED SOLID WASTE MGMT  D,PW-SANITATION EXPENSE & EQUIPMENT,2191414.05,2475000,,50
12833,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,EMERGENCY MANAGEMENT,51977,51977,,50
12834,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,SMURRF,161661.77,161661.77,SPECIAL,50
12835,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",TIWRP AERATION SYSTEM PROCUREMENT,782692.68,782692.68,SPECIAL,50
12836,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB SERIES 2006A ANIM SH CONST,PW-CONTRACT ADMINISTRATION,79253.86,79253.86,,50
12837,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,PW-SANITATION EXPENSE AND EQUIPMENT,,0,,50
12838,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SPECIAL GAS TAX ST IMPROV,CAPITAL IMPROVEMENT EXPENSE PROGRAM,525400.88,525400.88,,50
12839,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,PW-STREET LIGHTING,114787.05,127102,,50
12840,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SUBVENTIONS AND GRANTS,IMPERIAL HWY RESURFACING,,0,SPECIAL,50
12841,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB SERIES 2006A FIRE/PARA CON,COUNCIL,,0,,50
12842,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CONSTRUCTION&MAINTENANCE,SEWER CAPITAL FUND TRANSFER,132548095,132548095,,50
12843,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,CLEAN FUEL COLLECTION FLEET REPLACEMENT,18528388.64,18757353.14,SPECIAL,50
12844,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SUBVENTIONS AND GRANTS,WASTE TIRE RECYCLING,,0,SPECIAL,50
12845,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,TIWRP POWER/ENERGY MANAGEMENT,,0,SPECIAL,50
12846,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB SERIES 2006A ANIM SH CONST,REIMBURSEMENT OF GENERAL FUND COSTS,,11258.09,,50
12847,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PW-STREET LIGHTING,86251.68,86251.68,,50
12848,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ST LIGHTING MAINTENANCE ASSESS,CAPITAL FINANCE ADMINISTRATION,14774224,14774224,,50
12849,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEISMIC BOND REIMB FUND,PW-STREET LIGHTING,13400,13400,,50
12850,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP 606 DACOTAH GENERATORS REPL,,0,SPECIAL,50
12851,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,HOUSEHOLD HAZARDOUS WASTE TRUS,GENERAL SERVICES,0,2327.34,,50
12852,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSRB DEBT SERVICE RESERVE FUND,DEBT SERVICE RESERVE FUND TRANSFER,,0,,50
12853,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,CITY ATTORNEY,284423.5,284423.5,,50
12854,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STREET FURNITURE REVENUE FUND,COUNCIL DIST - 12,,0,,50
12855,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",SLAUSON COMPTON SWR REHAB,7666527.54,7666527.54,SPECIAL,50
12856,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP 646 VENICE GENERATORS REPL,1340387.86,1340387.86,SPECIAL,50
12857,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SUBVENTIONS AND GRANTS,PW-STREET SERVICES,1793680.42,1793680.42,,50
12858,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER OPERATIONS & MAINTENANCE,INSURANCE RESERVE,,0,SPECIAL,50
12859,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,BUREAU OF SANITATION,3814481.29,4520723,,50
12860,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER OPERATIONS & MAINTENANCE,OPERATIONS AND MAINTENANCE RESERVE,,0,SPECIAL,50
12861,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB SERIES 2004A 911/P/F CONST,COUNCIL,,0,,50
12862,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER OPERATIONS & MAINTENANCE,INFORMATION TECHNOLOGY AGENCY,427971.2,427971.2,,50
12863,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SUBVENTIONS AND GRANTS,FIRE,383609.88,383609.88,,50
12864,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,GENERAL CITY PURPOSES,30000,30000,,50
12865,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ENGINEERING SPECIAL SERVICE FD,MEASURE R LOCAL RTN -DOT,444076,444076,,50
12866,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ST LIGHTING MAINTENANCE ASSESS,ENGINEERING SPECIAL SERVICE FD,58739,58739,,50
12867,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,MULTI-FAMILY BULKY ITEM FEE,PW-SANITATION EXPENSE & EQUIPMENT,,0,,50
12868,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SPECIAL GAS TAX ST IMPROV,PW-CONTRACT ADMINISTRATION,374529,374529,,50
12869,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,MICLA REV BDS 2009-D CONST FD,CAPITAL IMPROVEMENT EXPENSE PROGRAM,0,0,,50
12870,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ENVIRONMENTAL AFFAIRS TRUST,LA BIODIVERSITY INDEX,10200,10200,SPECIAL,50
12871,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",DCT BLOWER AIR CLEANUP SYSTEM,3137980.97,3137980.97,SPECIAL,50
12872,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER OPERATIONS & MAINTENANCE,GSD-EXPENSE & EQUIPMENT,2587451.53,2592000,,50
12873,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,MICLA REV BDS 2010-C CONST FD,GENERAL SERVICES,3690.94,149978.87,,50
12874,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,VACATED FIRE DEPT FACILITIES,FIRE,100000,100000,,50
12875,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ENGINEERING SPECIAL SERVICE FD,COUNCIL DISTRICT 14 SIDEWALK REPAIR PROGRAM,265313.25,500000,SPECIAL,50
12876,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ENGINEERING SPECIAL SERVICE FD,VERA DAVIS MCCLENDON/OAKWOOD JR. ARTS CENTER UPGRADES,,0,SPECIAL,50
12877,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,MICLA 2017 STREETLIGHTS CONSTRUCTION FUND,TARZANA-WESTSIDE HV CONVERSION,,0,,50
12878,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",HWRP HEADWORKS GRIT HANDLING IMPROVEMENTS,70220.46,70220.46,SPECIAL,50
12879,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",ARLINGTON AVENUE SEWER REHABILITATION,,0,SPECIAL,50
12880,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,INTEREST-COMMERCIAL PAPER,,0,,50
12881,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SIDEWALK AND CURB REPAIR FUND,GENERAL SERVICES,69655,69655,,50
12882,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSSRB DEBT SERV REF 2012-B,INTEREST EXPENSE,12093525,0,,50
12883,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP 677 HAWAIIAN & B REHAB,,0,SPECIAL,50
12884,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,VISION ZERO CORRIDOR PROJECTS - SB1,1489416.11,1691196.95,SPECIAL,50
12885,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP 654 BALLONA CREEK GENERATOR REPLACEMENT,,0,SPECIAL,50
12886,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SPECIAL GAS TAX ST IMPROV,EROSION CONTROL,49729.21,49729.21,SPECIAL,50
12887,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,HWRP PARKING STRUCTURE REHABILITATION,,0,SPECIAL,50
12888,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,LOAN TO STORMWATER POLLUTION ABATEMENT FUND (SCHEDULE 7),,1000000,SPECIAL,50
12889,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB 2011A CLEAN WATER CLEANUP,VERMONT AVENUE STORMWATER CAPTURE AND GREEN STREET PROJECT,2592438.45,3058106.01,,50
12890,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,HWRP LAWA ADVANCED WATER TREATMENT FACILITY,,0,SPECIAL,50
12891,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STORMWATER POLLUTION ABATE FND,CITY ATTORNEY,2771,2771,,50
12892,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER OPERATIONS & MAINTENANCE,PERSONNEL,1092031,1092031,,50
12893,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",PP 616 CAHUENGA GENERATOR REPLACEMENT,8100,16000,SPECIAL,50
12894,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SUBVENTIONS AND GRANTS,INFORMATION TECHNOLOGY AGENCY,99624.08,99624.08,,50
12895,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,EWDD SUMMER YOUTH PROGRAM-OTHER SOURCES FUND,37000,37000,,50
12896,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SPECIAL GAS TAX ST IMPROV,OAKDALE/REDWING/VENTURA STORMDRAIN/FLOODING,,400000,SPECIAL,50
12897,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,REPAYMENT OF STATE REVOLVING FUND LOAN,13605482.44,13605482.44,,50
12898,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB SERIES 2006A FIRE/PARA CON,GENERAL SERVICES,,0,,50
12899,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB SERIES 2006A 911/P/F CONST,PERCENT FOR ART,,0,,50
12900,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STREET FURNITURE REVENUE FUND,COUNCIL DIST - 15,,210141.94,,50
12901,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,LIABILITY CLAIMS,2109550.85,2109550.85,,50
12902,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",HWRP SEC CLARIF MODULES 1-5 UPGD,1317000,1317000,SPECIAL,50
12903,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SUBVENTIONS AND GRANTS,SPECIAL EVENT - EMD,,0,SPECIAL,50
12904,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSRB DEBT SERVICE FUND, REFUNDING SERIES 2015-B",RETIREMENT OF PRINCIPAL,,0,,50
12905,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP 671 TERMINAL WAY REHAB,1679000,1679000,SPECIAL,50
12906,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB 2011A CLEAN WATER CLEANUP,REIMBURSEMENT OF GENERAL FUND COSTS,782513.67,1632118.88,,50
12907,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB SERIES 2004A 911/P/F CONST,GENERAL SERVICES,13535.45,13535.45,,50
12908,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSSRB DEBT SERV REF 2008-A-H,TRANSFER TO ESCROW AGENT,,0,,50
12909,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSRB DEBT SERV REF 2013-B,RETIREMENT OF PRINCIPAL,2050000,0,,50
12910,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,BU OF ENGR EQUIP & TRAINING TR,INFORMATION TECHNOLOGY AGENCY,39341,39341,,50
12911,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STORMWATER POLLUTION ABATE FND,PW-BOARD OFFICE,88260,88260,,50
12912,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB 2008A CLEAN WATER CLEANUP,REIMBURSEMENT OF GENERAL FUND COSTS,42398.94,42398.94,,50
12913,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SUBVENTIONS AND GRANTS,LANKERSHIM BLVD RESURFACING,,0,SPECIAL,50
12914,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,UPPER BEACHWOOD EASEMENT MNTNANCE HOLE ADD,,0,SPECIAL,50
12915,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP 672 MURDOCK & I GNRTR REPL,,0,SPECIAL,50
12916,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSRB DEBT SERVICE FUND, REFUNDING SERIES 2015-D",RETIREMENT OF PRINCIPAL,,0,,50
12917,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB 2008A CLEAN WATER CLEANUP,PW-SANITATION,150935.81,150935.81,,50
12918,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,CENTRAL LA RECYCLING TRFR STAT,BUREAU OF SANITATION,1007040.78,1007040.78,,50
12919,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SUBVENTIONS AND GRANTS,TREE REMOVAL-REDMONT PUMPING STATION,,0,SPECIAL,50
12920,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,CITYWIDE RECYCLING TRUST FUND,PW-SANITATION EXPENSE & EQUIPMENT,192665.11,192765.01,,50
12921,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSRB DEBT SERVICE FUND, REFUNDING SERIES 2015-D",INTEREST EXPENSE,5413250,0,,50
12922,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,SOLID WASTE RESOURCES REVENUE BONDS 2013-A - INTEREST,1755550,1755550,SPECIAL,50
12923,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STREET FURNITURE REVENUE FUND,COUNCIL DIST - 03,,139960.31,,50
12924,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",NOS REHAB U-1 VAN NESS WESTERN,1000000,1000000,,50
12925,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",HWRP CENTRIFUGE FACILITY REHABILITATION,,0,SPECIAL,50
12926,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ST LIGHTING MAINTENANCE ASSESS,HOLT AVE & CORNING ST S/O CADI,,0,,50
12927,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,GOB SERIES 2006A ANIM SH CONST,GENERAL SERVICES,,0,,50
12928,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ENGINEERING SPECIAL SERVICE FD,CITY ADMINISTRATIVE OFFICER,15000,15000,,50
12929,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,TRANSPORTATION,73666.2,73666.2,,50
12930,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SPECIAL GAS TAX ST IMPROV,REIMBURSEMENT OF GENERAL FUND COSTS,1283816,3077657,,50
12931,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",DCT AERATION TANKS REHAB,,0,SPECIAL,50
12932,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,CENTRAL LA RECYCLING TRFR STAT,PRIVATE LANDFILL DISPOSAL FEES,2548750.42,2548750.42,SPECIAL,50
12933,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,HTP DGUP FACILITY,,0,,50
12934,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER OPERATIONS & MAINTENANCE,SEWER CONNECT FIN ASSIST PRGM,,0,SPECIAL,50
12935,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,CONSTRUCTION SERVICES CONTRACT,784388.23,1468807.91,SPECIAL,50
12936,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SIXTH STREET VIADUCT IMPROVEMENT FUND,LANDSCAPING SUPPORT,274067.08,274068.08,,50
12937,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,MICLA 2017 STREETLIGHTS CONSTRUCTION FUND,WESTSIDE UNIT 2 HV CONVERSION,2286881.83,2620900,SPECIAL,50
12938,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,PUBLIC WORKS TRUST,PW-BOARD OFFICE,75161.61,75161.61,,50
12939,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SUBVENTIONS AND GRANTS,GENERAL SERVICES,1164.71,1164.71,,50
12940,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,HWRP SERVICE WATER FACILITY FLOW CONTROLS,187490.5,187490.5,SPECIAL,50
12941,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",HWRP IPS ODOR CONTROL IMPROVEMENTS,,0,SPECIAL,50
12942,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",SSRP P08 DALY ST & AVENUE 26,413173.23,413173.23,SPECIAL,50
12943,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB DEBT SERVICE FUND, REFUNDING SERIES 2017-B",INTEREST EXPENSE,5321334.34,0,,50
12944,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STREET FURNITURE REVENUE FUND,GENERAL CITY PURPOSES,140000,140000,,50
12945,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER OPERATIONS & MAINTENANCE,UTILITIES,18491379.38,20846356,SPECIAL,50
12946,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SUBVENTIONS AND GRANTS,BUSTER KEATON PLAQUE INSTALLATION PROJECT,,0,SPECIAL,50
12947,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP 666 FRIES REHAB,,0,SPECIAL,50
12948,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",DCT GRIT CHAMBER FLUSH SYSTEM,1095638.04,1095638.04,SPECIAL,50
12949,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,ATTORNEY CONFLICTS PANEL,160242.85,160242.85,SPECIAL,50
12950,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ST DAMAGE RESTORATION FEE SPEC,PAVEMENT PRESERVATION 200 MILES,,0,SPECIAL,50
12951,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSRB DEBT SERVICE FD 2003-A,INTEREST EXPENSE,,0,,50
12952,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STORMWATER POLLUTION ABATE FND,MAYOR,30045,30045,,50
12953,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SPECIAL GAS TAX ST IMPROV,PW-STREET SERVICES,79763125.74,79763125.74,,50
12954,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ENGINEERING SPECIAL SERVICE FD,SANTA SUSANA DRAFT PROGRAM EIR,,100000,SPECIAL,50
12955,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER OPERATIONS & MAINTENANCE,PW-BOARD OFFICE,1933490,1933490,,50
12956,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,PP WEST LA YARD GENERATOR REPLACEMENT,,0,SPECIAL,50
12957,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2017-A (GREEN BONDS)",DAR 03 EAGLE ROCK & LOS FELIZ,3989000,3989000,SPECIAL,50
12958,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SPECIAL GAS TAX ST IMPROV,BIKEWAY GENERAL BENEFIT MAINTENANCE,,0,SPECIAL,50
12959,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,PUBLIC WORKS TRUST,PW - STREET SERVICES,21329.82,21329.82,,50
12960,2018,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,REIMBURSEMENT OF GENERAL FUND COSTS,30969052,30969052,,50
