dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,crm_cd_2,location,cross_street,lat,lon
100105715,2010-02-03T00:00:00.000,2010-02-02T00:00:00.000,1945,01,Central,0159,2,624,BATTERY - SIMPLE ASSAULT,0400,19,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,6TH                          ST,GLADYS                       ST,34.0398,-118.2413
100105738,2010-02-03T00:00:00.000,2010-02-03T00:00:00.000,0900,01,Central,0147,2,624,BATTERY - SIMPLE ASSAULT,0400,39,F,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,300 E  5TH                          ST,,34.0449,-118.2458
100105790,2010-02-03T00:00:00.000,2010-02-03T00:00:00.000,2145,01,Central,0192,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0334 0416 1243 1402 2000,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,236,998,1500 S  HOPE                         ST,,34.0371,-118.2672
100105792,2010-02-03T00:00:00.000,2010-02-03T00:00:00.000,2045,01,Central,0119,2,624,BATTERY - SIMPLE ASSAULT,0416 2000,23,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,999,CESAR E CHAVEZ,ALAMEDA,34.0581,-118.2371
100105794,2010-02-03T00:00:00.000,2010-02-03T00:00:00.000,2030,01,Central,0182,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0429 2000,0,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,1100 S  GRAND                        AV,,34.0416,-118.2620
100105805,2010-02-03T00:00:00.000,2010-02-03T00:00:00.000,2350,01,Central,0174,1,210,ROBBERY,0400 1300 1402,20,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,LOS ANGELES                  ST,8TH                          ST,34.0419,-118.2523
100105810,2010-02-04T00:00:00.000,2010-02-04T00:00:00.000,0100,01,Central,0158,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1415,22,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,821,,6TH                          ST,KOHLER                       ST,34.0394,-118.2405
100105836,2010-02-04T00:00:00.000,2010-02-04T00:00:00.000,1400,01,Central,0192,2,624,BATTERY - SIMPLE ASSAULT,0400 0401,22,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,17TH                         ST,GRAND                        AV,34.0349,-118.2669
100105844,2010-02-04T00:00:00.000,2010-02-01T00:00:00.000,0610,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0400,50,F,B,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
100105850,2010-02-04T00:00:00.000,2010-01-30T00:00:00.000,1420,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416 0417 0419,44,F,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,600    WALL                         ST,,34.0435,-118.2471
100105864,2010-02-05T00:00:00.000,2010-02-04T00:00:00.000,1705,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416,41,F,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,6TH,SAN JULIAN,34.0423,-118.2452
100105865,2010-02-05T00:00:00.000,2010-02-04T00:00:00.000,0100,01,Central,0119,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,52,M,B,214,"BUS DEPOT/TERMINAL, OTHER THAN MTA",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
100105869,2010-02-05T00:00:00.000,2010-02-05T00:00:00.000,0130,01,Central,0144,2,860,BATTERY WITH SEXUAL CONTACT,0500,49,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,MAIN                         ST,4TH                          ST,34.0482,-118.2472
100105873,2010-02-05T00:00:00.000,2010-02-05T00:00:00.000,0620,01,Central,0157,2,624,BATTERY - SIMPLE ASSAULT,0416,55,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,6TH                          ST,SAN PEDRO,34.0417,-118.2443
100105876,2010-02-05T00:00:00.000,2010-01-28T00:00:00.000,1215,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0417 0903,47,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,6TH,SAN JULIAN,34.0423,-118.2452
100105881,2010-02-05T00:00:00.000,2010-02-05T00:00:00.000,1255,01,Central,0163,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0429,55,M,H,123,PARKING UNDERGROUND/BUILDING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,700 S  SPRING                       ST,,34.0445,-118.2523
